Text#Image#Folio
urn:cts:greekLit:tlg5026.msAext.hmt:23.2016#urn:cite:hmt:vaimg.VA302RN_0472@0.136,0.6409,0.07,0.0376#urn:cite:hmt.msA.302r
urn:cts:greekLit:tlg5026.msAext.hmt:23.2112#urn:cite:hmt:vaimg.VA302VN_0804@0.148,0.275,0.061,0.0398#urn:cite:hmt.msA.302v
urn:cts:greekLit:tlg5026.msAext.hmt:23.2209#urn:cite:hmt:vaimg.VA303RN_0473@0.807,0.4335,0.102,0.0376#urn:cite:hmt.msA.303r
urn:cts:greekLit:tlg5026.msAext.hmt:23.2310#urn:cite:hmt:vaimg.VA303VN_0805@0.141,0.5019,0.047,0.0188#urn:cite:hmt.msA.303v
urn:cts:greekLit:tlg5026.msAext.hmt:23.2608#urn:cite:hmt:vaimg.VA305RN_0475@0.855,0.4703,0.057,0.0383#urn:cite:hmt.msA.305r
